rate_K_per_min	alpha	T_K	dalpha_dt	Evya_kJ_per_mol	A_xlsx_per_sec
2.5	0.14014	366.85167	0.000490032	83.3	414000772.9
2.5	0.14114	366.93654	0.000492855	83.3	414245528.2
2.5	0.14214	367.02092	0.000495678	83.3	414493708.7
2.5	0.14314	367.10483	0.000498501	83.3	414744837.7
2.5	0.14414	367.18826	0.00050131	83.3	414987772.2
2.5	0.14515	367.27123	0.000504107	83.3	415228709.1
2.5	0.14615	367.35374	0.000506914	83.4	429304939.3
2.5	0.14715	367.43579	0.000509746	83.4	429582065.1
2.5	0.14815	367.51738	0.000512591	83.4	429873450.4
2.5	0.14915	367.59852	0.000515431	83.4	430163729.1
2.5	0.15015	367.67922	0.000518245	83.4	430435333.8
2.5	0.15115	367.75948	0.000521031	83.4	430687050.6
2.5	0.15215	367.83932	0.000523801	83.5	445252322.6
2.5	0.15315	367.91874	0.000526561	83.5	445493572.7
2.5	0.15415	367.99774	0.000529308	83.5	445727399.4
2.5	0.15516	368.07634	0.000532043	83.5	445959526.4
2.5	0.15616	368.15453	0.000534775	83.5	446187496.4
2.5	0.15716	368.23232	0.000537584	83.5	446482834.9
2.5	0.15816	368.3097	0.000540383	83.5	446773181.2
2.5	0.15916	368.38669	0.000543106	83.5	447003780.4
2.5	0.16016	368.46329	0.000545837	83.5	447244411.7
2.5	0.16116	368.53951	0.000548571	83.5	447490680.2
2.5	0.16216	368.61535	0.000551299	83.6	462585902
2.5	0.16316	368.69082	0.000554005	83.6	462820397.2
2.5	0.16416	368.76593	0.000556683	83.6	463034719.7
2.5	0.16517	368.84067	0.000559337	83.6	463238473.2
2.5	0.16617	368.91506	0.000561978	83.6	463429303.9
2.5	0.16717	368.9891	0.000564693	83.7	479048139.9
2.5	0.16817	369.06278	0.000567541	83.7	479424482.2
2.5	0.16917	369.13608	0.000570319	83.7	479745362.1
2.5	0.17017	369.20905	0.00057296	83.7	479953733
2.5	0.17117	369.28167	0.000575577	83.6	464759163.9
2.5	0.17217	369.35397	0.000578176	83.7	480326712.4
2.5	0.17317	369.42595	0.000580767	83.7	480504113.3
2.5	0.17417	369.49761	0.00058335	83.7	480678460.2
2.5	0.17518	369.56895	0.000586152	83.8	496955468.1
2.5	0.17618	369.63992	0.000589008	83.8	497371755.9
2.5	0.17718	369.71057	0.000591636	83.8	497598408.9
2.5	0.17818	369.78092	0.000594196	83.8	497771112.9
2.5	0.17918	369.85096	0.000596744	83.8	497937715
2.5	0.18018	369.9207	0.000599282	83.8	498099699.6
2.5	0.18118	369.99015	0.000601976	83.8	498394302.9
2.5	0.18218	370.05927	0.000604823	83.8	498819090.8
2.5	0.18318	370.12807	0.000607502	83.8	499108603.6
2.5	0.18418	370.19659	0.000610018	83.8	499267138.3
2.5	0.18519	370.26482	0.000612517	83.8	499421826
2.5	0.18619	370.33277	0.000615	83.8	499561082.1
2.5	0.18719	370.40046	0.000617835	83.8	499988305.7
2.5	0.18819	370.46779	0.000620667	83.8	500417836.6
2.5	0.18919	370.53485	0.000623118	83.9	517057519.8
2.5	0.19019	370.60166	0.000625544	83.9	517166184.1
2.5	0.19119	370.66821	0.000627955	83.9	517266317.6
2.5	0.19219	370.7345	0.00063074	83.9	517677378
2.5	0.19319	370.80046	0.000633533	83.9	518099450.7
2.5	0.19419	370.86617	0.000635917	83.9	518189708.4
2.5	0.1952	370.93164	0.000638258	83.9	518255028.8
2.5	0.1962	370.99686	0.000640708	84	535488732.9
2.5	0.1972	371.06183	0.000643492	84	535923899.2
2.5	0.1982	371.1265	0.000646155	83.9	519161277.9
2.5	0.1992	371.19093	0.000648476	83.9	519220353.8
2.5	0.2002	371.25513	0.000650788	84	536374975.7
2.5	0.2012	371.31911	0.000653537	84	536791988.2
2.5	0.2022	371.38277	0.000656346	84	537263236.4
2.5	0.2032	371.4462	0.000658703	84	537367070.5
2.5	0.2042	371.50941	0.000660983	84	537411793.2
2.5	0.20521	371.5724	0.000663649	84	537780025
2.5	0.20621	371.6351	0.00066645	84	538255203.8
2.5	0.20721	371.69757	0.000668829	84	538392335.7
2.5	0.20821	371.75982	0.000671031	84	538391020.9
2.5	0.20921	371.82188	0.000673657	84	538732141.7
2.5	0.21021	371.88365	0.000676419	84.1	556910899.1
2.5	0.21121	371.9452	0.000678734	84.1	557012464.8
2.5	0.21221	372.00655	0.000680894	84	539269762.7
2.5	0.21321	372.06771	0.000683624	84.1	557437457.7
2.5	0.21421	372.12857	0.000686362	84.1	557896182.9
2.5	0.21522	372.18925	0.000688496	84.1	557873162.4
2.5	0.21622	372.24973	0.000690776	84.1	557965470.2
2.5	0.21722	372.31	0.000693514	84.1	558430765.3
2.5	0.21822	372.37001	0.000696063	84.2	577091081.1
2.5	0.21922	372.42985	0.000698134	84.1	558684691.9
2.5	0.22022	372.4895	0.000700693	84.1	559014910.5
2.5	0.22122	372.5489	0.000703416	84.2	577838010
2.5	0.22222	372.60809	0.000705624	84.2	577896152.5
2.5	0.22322	372.66711	0.000707855	84.2	577976334.8
2.5	0.22422	372.72593	0.000710573	84.2	578457412.8
2.5	0.22523	372.78451	0.000713059	84.2	578761459.3
2.5	0.22623	372.84292	0.000715026	84.2	578640071.5
2.5	0.22723	372.90117	0.000717682	84.2	579078746.1
2.5	0.22823	372.95915	0.00072036	84.2	579540646.3
2.5	0.22923	373.01697	0.00072232	84.3	598415510.7
2.5	0.23023	373.07463	0.000724773	84.3	598707218.1
2.5	0.23123	373.13206	0.000727454	84.3	599191828.1
2.5	0.23223	373.1893	0.000729576	84.3	599219645.9
2.5	0.23323	373.2464	0.000731839	84.3	599365761.3
2.5	0.23423	373.30329	0.000734476	84.3	599822555.8
2.5	0.23524	373.35997	0.000736695	84.3	599950349
2.5	0.23624	373.41652	0.000738823	84.3	599998437.3
2.5	0.23724	373.47288	0.000741467	84.3	600469492.7
2.5	0.23824	373.52902	0.000743796	84.3	600690266
2.5	0.23924	373.58503	0.000745888	84.4	620377293.8
2.5	0.24024	373.64086	0.000748549	84.3	601215244.8
2.5	0.24124	373.69647	0.000750899	84.3	601463763.5
2.5	0.24224	373.75195	0.000752939	84.4	621137222.5
2.5	0.24324	373.80725	0.000755542	84.3	601922576.9
2.5	0.24424	373.86235	0.000757829	84.3	602131477.5
2.5	0.24525	373.91733	0.000759866	84.4	621836330.4
2.5	0.24625	373.97213	0.000762445	84.4	622294038.3
2.5	0.24725	374.02673	0.000764656	84.3	602757810.5
2.5	0.24825	374.08122	0.000766763	84.4	622535654.5
2.5	0.24925	374.13553	0.000769329	84.4	622992002.8
2.5	0.25025	374.18965	0.000771417	84.4	623066081.2
2.5	0.25125	374.24366	0.000773641	84.4	623251949.9
2.5	0.25225	374.29747	0.000776187	84.4	623702315.3
2.5	0.25325	374.35113	0.000778096	84.4	623644332.8
2.5	0.25425	374.40468	0.000780482	84.5	644341504.2
2.5	0.25526	374.45801	0.000783006	84.5	644804200.1
2.5	0.25626	374.51121	0.000784762	84.4	624254804.7
2.5	0.25726	374.56431	0.000787278	84.5	645079815.1
2.5	0.25826	374.61717	0.00078971	84.5	645468826.6
2.5	0.25926	374.66994	0.000791563	84.4	624996370.9
2.5	0.26026	374.72255	0.000794086	84.5	645853824.2
2.5	0.26126	374.77498	0.000796233	84.5	646020736.6
2.5	0.26226	374.82732	0.00079839	84.5	646197164.6
2.5	0.26326	374.87946	0.000800893	84.5	646659511.7
2.5	0.26426	374.93147	0.000802675	84.5	646543067.2
2.5	0.26527	374.98339	0.00080514	84.5	646987168.6
2.5	0.26627	375.03508	0.000807581	84.5	647410099.1
2.5	0.26727	375.08668	0.000809342	84.5	647289624.4
2.5	0.26827	375.13815	0.00081179	84.5	647722206.4
2.5	0.26927	375.18944	0.000813824	84.6	668934677.1
2.5	0.27027	375.24065	0.000816014	84.5	648063110.4
2.5	0.27127	375.29166	0.000818439	84.6	669609528.4
2.5	0.27227	375.34257	0.000820212	84.6	669515488.3
2.5	0.27327	375.39336	0.00082263	84.5	648825822.3
2.5	0.27427	375.44397	0.000824805	84.6	670194909.4
2.5	0.27528	375.4945	0.000826823	84.6	670321662.6
2.5	0.27628	375.54486	0.000829224	84.6	670755172.3
2.5	0.27728	375.5951	0.000831014	84.6	670697952.2
2.5	0.27828	375.64524	0.000833418	84.6	671138840.5
2.5	0.27928	375.69519	0.000835636	84.6	671436115.7
2.5	0.28028	375.74506	0.000837598	84.6	671529356.2
2.5	0.28128	375.79478	0.000839959	84.6	671947311.5
2.5	0.28228	375.84437	0.000841738	84.6	671903877.8
2.5	0.28328	375.89388	0.000844067	84.6	672301330.5
2.5	0.28428	375.9432	0.000846154	84.7	694376930.2
2.5	0.28529	375.99246	0.000848123	84.7	694506199.1
2.5	0.28629	376.04156	0.000850406	84.6	673013924.8
2.5	0.28729	376.09055	0.000852168	84.7	694848965
2.5	0.28829	376.13944	0.000854461	84.7	695245394.5
2.5	0.28929	376.18818	0.000856364	84.7	695329899.3
2.5	0.29029	376.23685	0.000858521	84.7	695622298
2.5	0.29129	376.28534	0.000860792	84.7	696013629.3
2.5	0.29229	376.33376	0.000862571	84.7	696008857.9
2.5	0.29329	376.38205	0.000864842	84.7	696405824.5
2.5	0.29429	376.43021	0.000866627	84.7	696416195
2.5	0.2953	376.4783	0.000868886	84.7	696819146.1
2.5	0.2963	376.52622	0.000870938	84.7	697052603
2.5	0.2973	376.57408	0.000872897	84.8	719841691.7
2.5	0.2983	376.62178	0.000875119	84.7	697589624.1
2.5	0.2993	376.6694	0.000876892	84.8	720246542.9
2.5	0.3003	376.71691	0.000879103	84.8	720629353.7
2.5	0.3013	376.76429	0.000880876	84.7	698015204.1
2.5	0.3023	376.8116	0.000883066	84.8	721030531.2
2.5	0.3033	376.85875	0.000885054	84.7	698588372
2.5	0.3043	376.90586	0.000887012	84.8	721434243.5
2.5	0.30531	376.95279	0.000889177	84.8	721810580
2.5	0.30631	376.99967	0.000890945	84.8	721855489.6
2.5	0.30731	377.04642	0.000893094	84.8	722214498.1
2.5	0.30831	377.09307	0.000894862	84.8	722269275.1
2.5	0.30931	377.13964	0.000897008	84.8	722632006.1
2.5	0.31031	377.18607	0.000898781	84.8	722700224.3
2.5	0.31131	377.23245	0.000900917	84.8	723061676.4
2.5	0.31231	377.27866	0.000903002	84.8	723389316.1
2.5	0.31331	377.32483	0.000904802	84.8	723489548.1
2.5	0.31431	377.37085	0.000906905	84.8	723838661.2
2.5	0.31532	377.41681	0.000908672	84.8	723932170.7
2.5	0.31632	377.46265	0.000910763	84.9	747729289
2.5	0.31732	377.5084	0.000912531	84.8	724371369.5
2.5	0.31832	377.55406	0.000914597	84.9	748163471.6
2.5	0.31932	377.5996	0.000916353	84.8	724797354.8
2.5	0.32032	377.6451	0.000918396	84.9	748584873.1
2.5	0.32132	377.69043	0.000920235	84.9	748755121.4
2.5	0.32232	377.73574	0.000922162	84.9	748997174.1
2.5	0.32332	377.78089	0.000924163	84.9	749306823.9
2.5	0.32432	377.826	0.000925884	84.9	749390822.3
2.5	0.32533	377.87099	0.000927859	85	773944486.5
2.5	0.32633	377.91591	0.000929575	84.9	749786332.5
2.5	0.32733	377.96072	0.000931541	84.9	750082313.7
2.5	0.32833	378.00545	0.000933275	84.9	750195099.2
2.5	0.32933	378.0501	0.00093524	84.9	750497200.4
2.5	0.33033	378.09465	0.000936979	84.9	750622656.3
2.5	0.33133	378.13913	0.00093894	84.9	750929084.6
2.5	0.33233	378.18349	0.000940679	85	775334850.6
2.5	0.33333	378.22781	0.000942618	84.9	751359757
2.5	0.33433	378.27198	0.000944345	85	775773451.4
2.5	0.33534	378.31614	0.00094626	84.9	751789711.8
2.5	0.33634	378.36014	0.000948143	85	776347978
2.5	0.33734	378.40412	0.000949886	84.9	752212616.3
2.5	0.33834	378.44796	0.00095178	85	776795583.5
2.5	0.33934	378.49176	0.000953501	84.9	752643401.5
2.5	0.34034	378.53544	0.000955377	85	777227774.6
2.5	0.34134	378.57908	0.000957093	85	777381877.5
2.5	0.34234	378.6226	0.00095895	85	777656859.4
2.5	0.34334	378.66606	0.000960649	85	777806775.5
2.5	0.34434	378.70943	0.000962477	84.9	753742655.1
2.5	0.34535	378.75273	0.000964165	85	778227474.4
2.5	0.34635	378.79595	0.000965968	84.9	754143726.8
2.5	0.34735	378.83909	0.000967649	85	778627102.8
2.5	0.34835	378.88215	0.000969445	85	778876803.5
2.5	0.34935	378.92513	0.000971132	85	779043286.4
2.5	0.35035	378.96805	0.000972923	85	779296465.6
2.5	0.35135	379.01087	0.000974616	85	779476641.8
2.5	0.35235	379.05364	0.00097639	85	779724355.8
2.5	0.35335	379.09631	0.000978077	85	779908144.7
2.5	0.35435	379.13893	0.000979838	85	780153748.3
2.5	0.35536	379.18144	0.000981519	85	780353918.8
2.5	0.35636	379.22391	0.000983257	85.1	805744537.2
2.5	0.35736	379.26628	0.000984928	85.1	805935949.2
2.5	0.35836	379.30861	0.000986638	85.1	806161741.5
2.5	0.35936	379.35082	0.000988297	85	781187344.7
2.5	0.36036	379.39301	0.000989994	85.1	806576536.5
2.5	0.36136	379.43508	0.000991647	85	781598254.4
2.5	0.36236	379.47713	0.000993326	85.1	806988879.3
2.5	0.36336	379.51906	0.000994974	85	782007668.4
2.5	0.36436	379.56097	0.000996637	85.1	807401481.3
2.5	0.36537	379.60276	0.000998285	85	782433666.5
2.5	0.36637	379.64453	0.000999942	85.1	807839467.2
2.5	0.36737	379.68618	0.001	85.1	806773744.3
2.5	0.36837	379.72781	0.001	85.1	805666375.8
2.5	0.36937	379.76933	0.001	85.1	804569346.3
2.5	0.37037	379.81083	0.00101	85.1	811512263.7
2.5	0.37137	379.85221	0.00101	85.1	810420448.8
2.5	0.37237	379.89357	0.00101	85.2	835368303.1
2.5	0.37337	379.93482	0.00101	85.1	808257513.8
2.5	0.37437	379.97605	0.00101	85.2	833146036.7
2.5	0.37538	380.01716	0.00101	85.1	806138949.2
2.5	0.37638	380.05826	0.00102	85.2	839196948.4
2.5	0.37738	380.09925	0.00102	85.1	811998392.7
2.5	0.37838	380.14022	0.00102	85.2	837016813.2
2.5	0.37938	380.18108	0.00102	85.1	809907097.8
2.5	0.38038	380.22192	0.00102	85.2	834868462.7
2.5	0.38138	380.26266	0.00102	85.1	807845889.6
2.5	0.38238	380.30337	0.00103	85.2	840915352.6
2.5	0.38338	380.344	0.00103	85.1	813714167.7
2.5	0.38438	380.38458	0.00103	85.2	838807807
2.5	0.38539	380.42508	0.00103	85.1	811706218.2
2.5	0.38639	380.46554	0.00103	85.2	836744874.4
2.5	0.38739	380.50593	0.00103	85.2	835717937.8
2.5	0.38839	380.54627	0.00103	85.2	834697945.6
2.5	0.38939	380.58654	0.00104	85.2	841780099.7
2.5	0.39039	380.62676	0.00104	85.2	840765364.3
2.5	0.39139	380.66692	0.00104	85.2	839758180
2.5	0.39239	380.70701	0.00104	85.2	838759120.5
2.5	0.39339	380.74706	0.00104	85.2	837766387.8
2.5	0.39439	380.78704	0.00104	85.2	836781742.2
2.5	0.3954	380.82698	0.00105	85.2	843853919
2.5	0.3964	380.86683	0.00105	85.2	842875485.9
2.5	0.3974	380.90666	0.00105	85.2	841902183.3
2.5	0.3984	380.9464	0.00105	85.2	840938159.7
2.5	0.3994	380.98612	0.00105	85.2	839979238.7
2.5	0.4004	381.02574	0.00105	85.3	865938433.2
2.5	0.4014	381.06536	0.00105	85.2	838084952.4
2.5	0.4024	381.10487	0.00106	85.2	845122998.4
2.5	0.4034	381.14438	0.00106	85.2	844183187.3
2.5	0.4044	381.18379	0.00106	85.3	870285554
2.5	0.40541	381.22318	0.00106	85.2	842342500.2
2.5	0.40641	381.26249	0.00106	85.3	868394344.8
2.5	0.40741	381.30177	0.00106	85.2	840515619.5
2.5	0.40841	381.34098	0.00106	85.3	866517359.1
2.5	0.40941	381.38015	0.00107	85.2	846628999.3
2.5	0.41041	381.41927	0.00107	85.3	872825729.4
2.5	0.41141	381.45833	0.00107	85.3	871903787.1
2.5	0.41241	381.49735	0.00107	85.3	870988280
2.5	0.41341	381.53631	0.00107	85.2	843079044.9
2.5	0.41441	381.57524	0.00107	85.3	869178363.7
2.5	0.41542	381.61409	0.00107	85.3	868300004.2
2.5	0.41642	381.65293	0.00108	85.3	875518000.4
2.5	0.41742	381.69167	0.00108	85.3	874631175.9
2.5	0.41842	381.73041	0.00108	85.3	873748307.8
2.5	0.41942	381.76906	0.00108	85.3	872874925
2.5	0.42042	381.8077	0.00108	85.3	872006096.2
2.5	0.42142	381.84627	0.00108	85.3	871145496
2.5	0.42242	381.8848	0.00108	85.3	870291271.1
2.5	0.42342	381.92328	0.00108	85.3	869444023.4
2.5	0.42442	381.96172	0.00109	85.3	876645752
2.5	0.42543	382.00011	0.00109	85.4	903834694.9
2.5	0.42643	382.03845	0.00109	85.3	874984696.4
2.5	0.42743	382.07676	0.00109	85.4	902112275.4
2.5	0.42843	382.115	0.00109	85.3	873335171.7
2.5	0.42943	382.15323	0.00109	85.4	900417472.2
2.5	0.43043	382.19137	0.00109	85.3	871712329.3
2.5	0.43143	382.22951	0.00109	85.4	898750836
2.5	0.43243	382.26756	0.0011	85.3	878098809.1
2.5	0.43343	382.30561	0.0011	85.4	905342036
2.5	0.43443	382.34358	0.0011	85.3	876514088.2
2.5	0.43544	382.38153	0.0011	85.4	903731452.8
2.5	0.43644	382.41944	0.0011	85.4	902927400
2.5	0.43744	382.45729	0.0011	85.4	902131180.3
2.5	0.43844	382.49512	0.0011	85.4	901340250.6
2.5	0.43944	382.53288	0.0011	85.4	900557768.3
2.5	0.44044	382.57064	0.00111	85.4	907959111.4
2.5	0.44144	382.60831	0.00111	85.4	907183345.6
2.5	0.44244	382.64598	0.00111	85.4	906411619.7
2.5	0.44344	382.68358	0.00111	85.4	905648381.2
2.5	0.44444	382.72116	0.00111	85.4	904890444.9
2.5	0.44545	382.75869	0.00111	85.4	904156013.7
2.5	0.44645	382.79619	0.00111	85.4	903411220.8
2.5	0.44745	382.83365	0.00111	85.4	902672982.8
2.5	0.44845	382.87106	0.00112	85.4	910067528.6
2.5	0.44945	382.90845	0.00112	85.4	909335211.8
2.5	0.45045	382.94578	0.00112	85.4	908610765.5
2.5	0.45145	382.9831	0.00112	85.4	907891001
2.5	0.45245	383.02034	0.00112	85.4	907180365.1
2.5	0.45345	383.05759	0.00112	85.4	906473134
2.5	0.45445	383.09476	0.00112	85.4	905775017.3
2.5	0.45546	383.13192	0.00112	85.4	905098190.6
2.5	0.45646	383.16904	0.00112	85.4	904411328.7
2.5	0.45746	383.20611	0.00113	85.4	911800695.2
2.5	0.45846	383.24317	0.00113	85.4	911119665.6
2.5	0.45946	383.28016	0.00113	85.4	910447161.7
2.5	0.46046	383.31715	0.00113	85.4	909778722.1
2.5	0.46146	383.35407	0.00113	85.4	909118798
2.5	0.46246	383.39098	0.00113	85.4	908463571.3
2.5	0.46346	383.42783	0.00113	85.4	907816215.1
2.5	0.46446	383.46467	0.00113	85.4	907173554.2
2.5	0.46547	383.50147	0.00113	85.4	906554449.3
2.5	0.46647	383.53823	0.00113	85.4	905924998.5
2.5	0.46747	383.57497	0.00114	85.4	913312386.8
2.5	0.46847	383.61165	0.00114	85.5	941760868.5
2.5	0.46947	383.64833	0.00114	85.4	912073036.8
2.5	0.47047	383.68494	0.00114	85.4	911463965
2.5	0.47147	383.72155	0.00114	85.4	910858992.3
2.5	0.47247	383.75811	0.00114	85.4	910261297.9
2.5	0.47347	383.79464	0.00114	85.4	909669609.4
2.5	0.47447	383.83115	0.00114	85.5	938021780.9
2.5	0.47548	383.86761	0.00114	85.4	908521571.5
2.5	0.47648	383.90407	0.00115	85.4	915911102.8
2.5	0.47748	383.94046	0.00115	85.5	944468981
2.5	0.47848	383.97685	0.00115	85.4	914772563.6
2.5	0.47948	384.01319	0.00115	85.5	943300460.8
2.5	0.48048	384.04951	0.00115	85.4	913658268.2
2.5	0.48148	384.0858	0.00115	85.5	942156987
2.5	0.48248	384.12206	0.00115	85.4	912567590
2.5	0.48348	384.1583	0.00115	85.5	941037913.7
2.5	0.48448	384.19449	0.00115	85.5	940488760.6
2.5	0.48549	384.23068	0.00115	85.5	939962180
2.5	0.48649	384.2668	0.00115	85.5	939426245.9
2.5	0.48749	384.30293	0.00116	85.5	947058263.4
2.5	0.48849	384.33901	0.00116	85.5	946529007.4
2.5	0.48949	384.37506	0.00116	85.4	916861931.7
2.5	0.49049	384.4111	0.00116	85.5	945488181.1
2.5	0.49149	384.44709	0.00116	85.5	944977933.5
2.5	0.49249	384.48309	0.00116	85.5	944471399.4
2.5	0.49349	384.51902	0.00116	85.5	943973840.6
2.5	0.49449	384.55495	0.00116	85.5	943480662
2.5	0.4955	384.59084	0.00116	85.5	943013185.8
2.5	0.4965	384.6267	0.00116	85.5	942533403.4
2.5	0.4975	384.66255	0.00116	85.5	942058673.9
2.5	0.4985	384.69836	0.00116	85.5	941590966.9
2.5	0.4995	384.73417	0.00117	85.6	979385609.6
2.5	0.5005	384.76993	0.00117	85.5	948781301.2
2.5	0.5015	384.80568	0.00117	85.5	948326882.5
2.5	0.5025	384.84139	0.00117	85.5	947879565.8
2.5	0.5035	384.87709	0.00117	85.5	947437381.8
2.5	0.5045	384.91276	0.00117	85.5	947001653
2.5	0.50551	384.9484	0.00117	85.5	946591527.5
2.5	0.50651	384.98404	0.00117	85.5	946166786.9
2.5	0.50751	385.01963	0.00117	85.5	945749833.9
2.5	0.50851	385.05521	0.00117	85.5	945338049.3
2.5	0.50951	385.09076	0.00117	85.5	944932752.6
2.5	0.51051	385.12629	0.00117	85.5	944533295.3
2.5	0.51151	385.16181	0.00117	85.5	944139031.1
2.5	0.51251	385.19729	0.00118	85.5	951818187.2
2.5	0.51351	385.23277	0.00118	85.5	951432373.7
2.5	0.51451	385.2682	0.00118	85.5	951054460.2
2.5	0.51552	385.30363	0.00118	85.6	980846594
2.5	0.51652	385.33903	0.00118	85.5	950334113
2.5	0.51752	385.37441	0.00118	85.5	949973392.8
2.5	0.51852	385.40978	0.00118	85.5	949617973.4
2.5	0.51952	385.44511	0.00118	85.5	949269836.8
2.5	0.52052	385.48045	0.00118	85.5	948925706.9
2.5	0.52152	385.51574	0.00118	85.5	948589535.1
2.5	0.52252	385.55102	0.00118	85.5	948258704.2
2.5	0.52352	385.58628	0.00118	85.5	947933881.2
2.5	0.52452	385.62152	0.00118	85.5	947615076.8
2.5	0.52553	385.65675	0.00118	85.5	947321612.2
2.5	0.52653	385.69195	0.00119	85.5	955040463.4
2.5	0.52753	385.72715	0.00119	85.6	984975950.6
2.5	0.52853	385.76231	0.00119	85.5	954438868.3
2.5	0.52953	385.79746	0.00119	85.6	984363017
2.5	0.53053	385.83259	0.00119	85.5	953861780.2
2.5	0.53153	385.8677	0.00119	85.6	983774749
2.5	0.53253	385.90281	0.00119	85.6	983488791.4
2.5	0.53353	385.93787	0.00119	85.6	983211248.6
2.5	0.53453	385.97294	0.00119	85.6	982938054.9
2.5	0.53554	386.00798	0.00119	85.5	952544793.2
2.5	0.53654	386.04301	0.00119	85.6	982432763.8
2.5	0.53754	386.07803	0.00119	85.5	952051052.5
2.5	0.53854	386.11302	0.00119	85.6	981930717.2
2.5	0.53954	386.14801	0.00119	85.5	951581628
2.5	0.54054	386.18296	0.00119	85.5	951356971.6
2.5	0.54154	386.21791	0.00119	85.6	981224428.2
2.5	0.54254	386.25285	0.00119	85.6	981000856.2
2.5	0.54354	386.28776	0.00119	85.6	980784479.7
2.5	0.54454	386.32267	0.0012	85.6	988813395.9
2.5	0.54555	386.35756	0.0012	85.6	988628785.1
2.5	0.54655	386.39244	0.0012	85.5	958133847.8
2.5	0.54755	386.4273	0.0012	85.6	988234661.4
2.5	0.54855	386.46215	0.0012	85.6	988046893
2.5	0.54955	386.49698	0.0012	85.6	987865797.2
2.5	0.55055	386.5318	0.0012	85.5	957429509.2
2.5	0.55155	386.56662	0.0012	85.6	987520969.9
2.5	0.55255	386.6014	0.0012	85.6	987359315.6
2.5	0.55355	386.63619	0.0012	85.6	987202364.3
2.5	0.55455	386.67096	0.0012	85.6	987052175.1
2.5	0.55556	386.70572	0.0012	85.6	986930292.5
2.5	0.55656	386.74047	0.0012	85.6	986792371.5
2.5	0.55756	386.7752	0.0012	85.5	956450338.3
2.5	0.55856	386.80993	0.0012	85.6	986535648.3
2.5	0.55956	386.84464	0.0012	85.6	986416885.7
2.5	0.56056	386.87934	0.0012	85.6	986304322.8
2.5	0.56156	386.91404	0.0012	85.6	986197302
2.5	0.56256	386.94871	0.0012	85.6	986097878.9
2.5	0.56356	386.98339	0.0012	85.5	955828566.3
2.5	0.56456	387.01804	0.0012	85.6	985916484.5
2.5	0.56557	387.0527	0.0012	85.6	985857249.5
2.5	0.56657	387.08734	0.0012	85.6	985782377.5
2.5	0.56757	387.12197	0.0012	85.5	955558551.3
2.5	0.56857	387.1566	0.0012	85.6	985651028.4
2.5	0.56957	387.1912	0.00121	85.6	993809250.3
2.5	0.57057	387.22581	0.00121	85.6	993758820.2
2.5	0.57157	387.2604	0.00121	85.6	993715567.9
2.5	0.57257	387.29499	0.00121	85.6	993678152.6
2.5	0.57357	387.32957	0.00121	85.6	993647280.8
2.5	0.57457	387.36414	0.00121	85.6	993622977
2.5	0.57558	387.3987	0.00121	85.6	993628676.8
2.5	0.57658	387.43325	0.00121	85.6	993617638.5
2.5	0.57758	387.4678	0.00121	85.6	993612562.5
2.5	0.57858	387.50234	0.00121	85.5	963246540
2.5	0.57958	387.53688	0.00121	85.6	993621763.8
2.5	0.58058	387.57141	0.00121	85.6	993636093.8
2.5	0.58158	387.60593	0.00121	85.5	963296232.9
2.5	0.58258	387.64045	0.00121	85.6	993684346.2
2.5	0.58358	387.67496	0.00121	85.5	963360838
2.5	0.58458	387.70947	0.00121	85.6	993758450.3
2.5	0.58559	387.74397	0.00121	85.6	993829417.8
2.5	0.58659	387.77847	0.00121	85.6	993882670.4
2.5	0.58759	387.81296	0.00121	85.6	993942839.6
2.5	0.58859	387.84745	0.00121	85.5	963656197.5
2.5	0.58959	387.88193	0.00121	85.5	963730022.5
2.5	0.59059	387.91641	0.00121	85.5	963809979.1
2.5	0.59159	387.95089	0.00121	85.5	963896096.7
2.5	0.59259	387.98537	0.00121	85.6	994340983.9
2.5	0.59359	388.01983	0.00121	85.5	964088251.2
2.5	0.59459	388.0543	0.00121	85.5	964193690
2.5	0.5956	388.08876	0.00121	85.5	964329914.5
2.5	0.5966	388.12322	0.00121	85.5	964448668.7
2.5	0.5976	388.15768	0.00121	85.5	964573767.9
2.5	0.5986	388.19214	0.00121	85.6	995063962.2
2.5	0.5996	388.22659	0.00121	85.5	964843787.2
2.5	0.6006	388.26105	0.00121	85.6	995350260.2
2.5	0.6016	388.2955	0.00121	85.5	965139573.3
2.5	0.6026	388.32995	0.00121	85.5	965297540.7
2.5	0.6036	388.3644	0.00121	85.5	965462049.8
2.5	0.6046	388.39884	0.00121	85.5	965633792.9
2.5	0.60561	388.43329	0.00121	85.5	965835976.7
2.5	0.60661	388.46774	0.00121	85.5	966020383.9
2.5	0.60761	388.50219	0.00121	85.5	966211472.1
2.5	0.60861	388.53664	0.00121	85.5	966409277
2.5	0.60961	388.57108	0.00121	85.5	966614493.1
2.5	0.61061	388.60553	0.00121	85.5	966825840.2
2.5	0.61161	388.63998	0.00121	85.5	967044013.7
2.5	0.61261	388.67444	0.00121	85.5	967268392.4
2.5	0.61361	388.70889	0.00121	85.5	967500331
2.5	0.61461	388.74334	0.00121	85.5	967739209.4
2.5	0.61562	388.7778	0.00121	85.5	968009590.8
2.5	0.61662	388.81226	0.00121	85.5	968261878.9
2.5	0.61762	388.84673	0.00121	85.5	968520565.9
2.5	0.61862	388.88119	0.00121	85.5	968787009.3
